lichess_dataset_index,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
48215,1GT6Q,r4kr1/pp1Qp3/2p5/5P2/8/2NP4/PPP1KR2/q7 b - - 0 27,a1b2 f5f6 b2c2 e2f3 c2f2 f3f2,2050,139,100,12,crushing defensiveMove endgame long,https://lichess.org/AhBNnR7R/black#54
48218,1GTUz,4kr2/Q1pp3p/1p2p1p1/3P4/8/2q5/P3BPPP/R3K2R w KQ - 0 19,e1f1 c3a1 e2d1 a1d1,926,76,100,502,endgame hangingPiece mate mateIn2 short,https://lichess.org/TCYKHdTI#37
48226,1GTxR,2Q5/6pk/1r3q1p/3PR2P/5b2/8/P7/K3R3 w - - 9 49,c8f5 f6f5 e5f5 f4d2 f5f3 d2e1,1808,270,100,2,crushing endgame long,https://lichess.org/Rm3mJSnY#97
48228,1GU4d,8/8/2q3p1/1bk5/4RR2/8/1NK3P1/8 w - - 14 57,e4e5 c5d6 c2b3 d6e5,1532,74,100,869,crushing discoveredAttack endgame short,https://lichess.org/SCHvLhDy#113
48234,1GUOE,1R6/6pk/p4p2/4P1p1/3r4/2r3P1/6PK/4R3 b - - 0 45,f6f5 e5e6 c3c7 e6e7 c7e7 e1e7,1092,76,100,156,advancedPawn crushing endgame long rookEndgame,https://lichess.org/WJ8fjdFJ/black#90
48252,1GWMQ,r1bk3r/p2p1p2/1p1N1q1p/3Pp3/1QP1P2P/3BRn2/PP3Pp1/R5K1 w - - 1 21,g1g2 h8g8 g2f1 g8g1 f1e2 f3d4,1500,500,100,2,crushing long middlegame,https://lichess.org/SyJNY19w#41
48254,1GWQG,8/3R2pk/1P5p/4qb2/4p3/3pQ2P/6P1/6K1 w - - 1 41,b6b7 f5d7 b7b8q e5b8,1698,151,100,18,crushing endgame hangingPiece short,https://lichess.org/APMXqt2u#81
48259,1GWqZ,5rk1/5pp1/4p3/6qp/4Q1P1/1P6/P1r1nPKP/R4R2 w - - 0 32,e4c2 g5g4 g2h1 g4f3,1551,75,100,721,endgame mate mateIn2 short,https://lichess.org/YQYDJniL#63
48264,1GX9z,r4r1k/5p1p/p2p1p1B/qpp2P2/2n1PP2/8/PPP1Q2P/2KR3R w - - 1 22,b2b3 a5a3 c1b1 a3b2,1183,74,100,3163,mate mateIn2 middlegame queensideAttack short,https://lichess.org/mCnHVi8L#43
48265,1GXSR,1Q6/p4ppk/2p2n1p/8/3P4/2P2PPP/qB4K1/4rB2 b - - 1 34,e1b1 f1d3 g7g6 d3b1,1616,439,100,1,endgame equality fork short,https://lichess.org/0dh0qRvG/black#68
48268,1GXjc,5rk1/6bp/p2N2p1/3Pp3/3q3P/6Q1/5PP1/2R3K1 w - - 1 28,d6c4 g7h6 c1b1 d4c4,1593,270,100,2,crushing endgame short,https://lichess.org/o45dv0K8#55
48276,1GYXt,5Rrk/pp1q3p/7Q/4p3/8/1P2R1PK/1P5P/8 w - - 5 33,h3h4 d7g4,1454,121,100,112,endgame mate mateIn1 oneMove,https://lichess.org/UfyhB1Uq#65
48308,1Gbm4,5rk1/1p1n2rp/1Pp4b/2Pp3p/3Pp2q/2B1N2P/R3QPP1/5R1K w - - 8 32,c3e1 f8f3 e2f3 e4f3,1691,333,100,4,crushing middlegame short,https://lichess.org/cO69Zh4U#63
48321,1GdaA,8/8/2Q3kp/4P1b1/1p1P2p1/4P1q1/6N1/6K1 b - - 5 42,g6h5 c6e8,1234,79,100,1905,endgame master mate mateIn1 oneMove,https://lichess.org/wsamrcPY/black#84
48323,1GeI3,2k3r1/1p6/p3p3/q7/4PQ2/1P3N2/1BPP1P1p/2K4N w - - 3 34,f4d6 g8g1 f3e1 g1e1,1208,303,100,10,endgame mate mateIn2 short,https://lichess.org/ZlauONBY#67
48326,1Gean,5rk1/2p3p1/p3p1qp/1b2P1r1/1PQ5/2B1R1PP/1P1R1P2/6K1 w - - 1 30,c4c7 g6b1 g1h2 b1f1,1649,354,100,1,crushing middlegame short,https://lichess.org/s52pXXmk#59
48332,1Gexz,6k1/1p3pp1/pq5p/3BPp2/3n1P2/7P/PP4P1/2Q4K b - - 0 24,d4e2 c1c8 g8h7 c8f5 b6g6 f5g6,1468,260,100,4,crushing endgame long,https://lichess.org/DiSfHRPh/black#48
48343,1Gg5t,5rk1/p2qr1p1/7p/2p1p3/3n1p2/3P4/PPPB1PPP/R2Q1RK1 w - - 0 21,c2c3 f4f3 c3d4 d7g4 d1f3 f8f3,1937,156,100,15,crushing long middlegame pin sacrifice,https://lichess.org/HgeOF3K8#41
48358,1Gh7x,6r1/ppQ5/5k2/5qpp/4R3/5P1P/PP3K2/8 b - - 0 26,g8c8 c7e7 f6g6 e4e6 f5e6 e7e6,1500,500,100,1,crushing endgame long,https://lichess.org/jrDoNSsZ/black#52
48365,1GhZe,8/8/2p3k1/pp4pp/3B4/P1P3PK/q7/2Q5 w - - 0 38,c1e3 g5g4 h3h4 a2h2,1342,114,100,45,endgame mate mateIn2 short,https://lichess.org/6FQmvnnl#75
48367,1GhqI,8/p4pkp/4p1p1/1p1P1r2/1P2QP1q/P7/3R3P/7K b - - 0 31,h4f4 e4f4 f5f4 d5d6,1391,194,100,11,crushing endgame short,https://lichess.org/G5YU4MjR/black#62
48375,1Gimb,r1bq1rk1/p1p2ppp/3p1n2/2p3B1/3Q4/2PB4/P1P2PPP/R4RK1 w - - 0 14,g5f6 c5d4 f6d8 f8d8,1854,181,100,16,equality middlegame short,https://lichess.org/B3U4mPtx#27
48384,1GjdI,8/r7/P3ppRP/1k2p3/1b6/2ppP3/RK3P2/8 w - - 0 49,b2c1 a7a6 a2a6 b5a6 g6g1 b4a3 c1d1 a6b5,2304,175,100,11,crushing defensiveMove endgame exposedKing veryLong,https://lichess.org/nIsN44ZS#97
48385,1GjyM,6k1/8/4p1p1/2pPRpPp/1q5P/1P4PK/r7/3Q4 w - - 3 32,d5e6 b4g4 d1g4 h5g4,1338,207,100,15,endgame mate mateIn2 short,https://lichess.org/HYq4fiXo#63
48387,1Gk38,3rr3/2kb2pp/B1n2p2/3P4/p7/4KN2/5PPP/1R5R w - - 1 22,e3d3 d7f5 d3c3 f5b1,1288,74,100,2233,crushing master middlegame pin short skewer,https://lichess.org/fNM9U6D2#43
48391,1GkTO,1n1r3r/2p1k3/pp3pQb/3PpP1p/1PP1R2q/8/P1B4B/5R1K b - - 0 35,h4h3 e4e5 f6e5 g6e6 e7f8 e6f6,1627,245,100,18,crushing long middlegame sacrifice,https://lichess.org/5kJpCQ0R/black#70
48407,1Gmf1,5bk1/5rpp/b1p2p1B/p3pP1N/1p2P1Q1/6RP/PP4PK/5q2 b - - 3 25,f8c5 h5f6,1351,389,100,2,equality kingsideAttack middlegame oneMove pin,https://lichess.org/RQ2sSvTe/black#50
48414,1GnOh,2k4r/ppp4p/6p1/3QP3/8/4q1P1/PP5P/5R1K b - - 2 25,h8e8 f1d1 a7a5 d5d7 c8b8 d7e8,1956,137,100,22,crushing endgame fork long quietMove,https://lichess.org/oHDGuIbC/black#50
48427,1GonJ,8/kp6/p1p1p3/P2pP3/1P1Pq3/5Q1P/6K1/8 b - - 4 43,e4d4 f3f2 d4f2 g2f2,1464,274,100,3,crushing endgame pin queenEndgame short,https://lichess.org/yYWOmup8/black#86
48434,1Gpnm,3nq1k1/1p4pp/p4bn1/5Q2/P1N5/B7/5PPP/3Rr1K1 w - - 2 33,d1e1 e8e1,719,141,100,43,mate mateIn1 middlegame oneMove,https://lichess.org/OnxSwEYo#65
48437,1GqO1,rr4k1/3npp1p/1q1p2p1/1npP4/P3P3/2P1B1P1/2Q2PKP/RR6 b - - 1 18,b6a5 a4b5 a5a1 b1a1,1472,500,100,0,equality middlegame short,https://lichess.org/PIvzncK6/black#36
48443,1Gqwe,r1k4r/pp4pp/2pQ1p2/6B1/3P3N/P7/1qP2PPP/R3R1K1 w - - 5 22,e1e7 b2a1 g5c1 a1c1 e7e1 c1e1,1195,325,100,6,hangingPiece kingsideAttack long mate mateIn3 middlegame,https://lichess.org/8YKVm9qu#43
48451,1GroQ,k1b3r1/3p1RNr/p6q/1pp1Q2P/4P3/2PP4/PP4B1/6K1 w - - 1 29,e5c5 h7g7 f7g7 h6g7,1500,500,100,0,crushing middlegame short,https://lichess.org/sxCDjiJ7#57
48463,1Gsqk,8/1p6/2p2R2/6p1/6k1/8/5PPK/1r6 b - - 2 44,b1b5 f2f3 g4h5 g2g4 h5h4 f6h6,937,76,100,128,endgame long master mate mateIn3 rookEndgame,https://lichess.org/z0TtEMjU/black#88
48465,1GsvA,8/3n4/4p1p1/1p2p2p/1N1kP3/1P3P1P/3K2P1/8 b - - 5 49,d7c5 b4c2,914,106,100,42,endgame knightEndgame mate mateIn1 oneMove,https://lichess.org/ebtViFLe/black#98
48481,1GuJo,5R2/6k1/2pb3p/3p3P/p1pPr1p1/P1P1P1PK/1P6/2B2R2 w - - 0 43,h3h4 d6e7 f1f6 e7f6 f8f6 g7f6,1567,164,100,15,crushing endgame fork long,https://lichess.org/hGlhkZwS#85
48496,1Gw02,1k4r1/2q2pp1/Bp2p1p1/2Pp4/1P4P1/2B4P/2P2P2/1K2R3 b - - 1 27,b6c5 c3e5 c7e5 e1e5,955,76,100,536,advantage endgame pin short,https://lichess.org/D2XE36j4/black#54
48501,1Gwo0,r4rk1/pp3pb1/2n5/3p1B2/7q/2P3R1/PP3K2/3Q2R1 b - - 4 34,a8e8 d1g4 h4g4 g3g4 e8e2 f2e2,1584,283,100,2,crushing long middlegame,https://lichess.org/NsqpKvuY/black#68
48504,1GwzY,r1bq1r1k/ppp1n1pp/1b1pN3/4np2/2B1P3/P1N1B2P/1PPQ1PP1/R4RK1 b - - 3 12,c8e6 c4e6 b6e3 f2e3,2254,233,100,7,equality middlegame short,https://lichess.org/89PARff6/black#24
48517,1Gy0t,4rnk1/pp2qp2/2pb1n1p/3p1Q2/3P1BP1/7P/PPP2P2/R3RK2 b - - 0 22,f8e6 f4d6 e7d6 f5f6 d6h2 f6f3,1823,266,100,5,crushing long middlegame,https://lichess.org/FESaeC3N/black#44
48527,1GzDO,7k/7p/3p1rp1/1B6/1R6/4pN2/1p4KP/1r6 b - - 0 43,f6f3 g2f3 b1d1 b4b2,1855,328,100,2,endgame equality hangingPiece short,https://lichess.org/nOaqx0wE/black#86
48539,1H0EX,3r4/5ppp/4k3/1R1p4/2pK1P2/2P3P1/7P/8 b - - 0 36,e6f5 b5d5 d8d5 d4d5 h7h5 d5c4,1092,158,100,14,crushing endgame long rookEndgame,https://lichess.org/Z8BsfSKi/black#72
48561,1H32z,r3q1rk/pp2b2p/5Np1/3pp3/1P5Q/P2PB1P1/4PP1P/5RK1 b - - 0 27,e7f6 h4f6 g8g7 e3h6,1360,228,100,7,crushing kingsideAttack middlegame short,https://lichess.org/X2ck9NTL/black#54
48565,1H3MM,8/p1p2k2/1b4R1/5K2/2r2P2/8/R7/8 w - - 0 43,a2h2 c4c5 f5g4 f7g6,1233,212,100,12,crushing deflection endgame short,https://lichess.org/l207iLRG#85
48568,1H3iU,r4r1k/4bpBp/3p4/p1pq1PPP/1p6/5P2/PPP1B3/2KR3R b - - 0 20,h8g7 f5f6 e7f6 g5f6 g7h6 d1d5,1376,240,100,21,crushing fork long middlegame,https://lichess.org/EWWVcC9B/black#40
48571,1H41y,r5rk/p5p1/3pR2p/4b1BQ/4q3/7P/P1P3P1/5R1K b - - 1 25,a8f8 e6h6 g7h6 h5h6 e4h7 f1f8,1891,161,100,15,crushing long middlegame pin sacrifice,https://lichess.org/4EABz7Jp/black#50
48575,1H4Gv,8/8/p3p1k1/1p2n1P1/1P4KP/P1P5/8/2B5 w - - 7 48,g4f4 e5d3 f4e3 d3c1 e3d2 c1a2,2270,210,100,8,endgame equality fork long,https://lichess.org/yYC6YOwr#95
48580,1H4VL,8/5ppp/2k5/N7/P7/6P1/5PKP/r7 b - - 0 36,c6c5 a5b3 c5b4 b3a1,855,146,100,24,crushing endgame fork short,https://lichess.org/iTVpsF5Q/black#72
48587,1H5Rr,2r1r1k1/pp1b1ppp/8/2pP4/1q6/1P2PQ2/PP1R1PPP/R1B3K1 w - - 3 20,d2d1 d7g4 a2a3 g4f3 a3b4 f3d1,1466,273,100,3,crushing long middlegame,https://lichess.org/9a2KYbwB#39
48590,1H5iG,5k2/5rp1/bpp3B1/p2p4/5q2/2P1RP1Q/PP1K3P/8 b - - 0 30,d5d4 h3h8,1378,77,100,961,endgame master mate mateIn1 oneMove,https://lichess.org/sK3kFB4Y/black#60
48594,1H6KN,6k1/p4p2/1p2p1p1/n1p1P3/1q1rB2P/1P3Q2/P4PP1/1R4K1 w - - 1 27,b1d1 d4d1 f3d1 b4e4,1500,500,100,4,crushing discoveredAttack endgame kingsideAttack short,https://lichess.org/FaCwoe6n#53
48602,1H7Ds,2kr4/1p1q1ppp/p2prn2/2p3B1/N2QP3/5P2/PP4PP/R4R1K w - - 0 17,d4f6 g7f6 a4b6 c8c7 b6d7 f6g5 d7c5 d6c5,1602,445,100,2,equality middlegame trappedPiece veryLong,https://lichess.org/kqtQtDKT#33
48646,1HBHc,3r2k1/p5pp/2Nbbq2/8/1P1Pp3/4B3/P5PP/R2Q2K1 w - - 1 22,a2a3 f6h4 c6e5 d6e5 d4e5 d8d1,1745,338,100,4,crushing long middlegame,https://lichess.org/DtlbY6X9#43
48664,1HDFe,5rk1/1b1q2p1/pr3pBp/1pp2P2/3p2R1/3P3Q/PPP3PP/R5K1 w - - 0 25,h3h6 g7h6 g6e8 d7g7 g4g7 g8g7,1706,156,100,19,crushing hangingPiece long middlegame,https://lichess.org/nZQYrLpk#49
48673,1HEDS,6k1/5pp1/p3B2p/1p6/4P1Q1/6P1/r4PKP/q7 b - - 0 27,f7e6 g4e6 g8h7 e6f5 g7g6 f5f7 a1g7 f7a2,1596,500,100,2,deflection endgame equality veryLong,https://lichess.org/jYZsSK5H/black#54
48678,1HEMr,2b2rk1/p3q2p/1p2p1pQ/2p1RpN1/3p3P/1P1P2P1/P1P5/6K1 b - - 0 27,e7f6 h6h7,1111,170,100,40,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/gI15jtLc/black#54
48680,1HEWG,3r2k1/R5p1/1p5p/3N4/2pr4/8/PP3PPP/R5K1 w - - 0 29,d5b6 d4d1 a1d1 d8d1,627,81,100,307,backRankMate endgame mate mateIn2 short,https://lichess.org/Mti7MALa#57
48692,1HG78,4k3/4b3/4p2p/4N1p1/3P2P1/p5P1/P1K5/8 b - - 0 55,e8d8 e5c6 d8d7 c6e7,1355,238,100,6,crushing endgame short,https://lichess.org/YgsMA6vi/black#110
48697,1HGTV,8/8/1p4p1/p1p1k1P1/P1P2p1P/1P2K3/8/8 w - - 0 47,e3f3 e5f5 h4h5 g6h5,1632,75,100,225,crushing endgame pawnEndgame short zugzwang,https://lichess.org/Sg9VkmUh#93
48699,1HGem,r5r1/1p1k3Q/p4b2/8/3np3/8/PPP2qPP/R1BR3K b - - 0 26,d7c6 h7e4 c6b6 c1e3,1500,500,100,0,crushing middlegame short,https://lichess.org/bsrWn7My/black#52
48708,1HHb1,3R2k1/1p3pp1/p1b4p/8/6Q1/4qPK1/6PP/8 b - - 1 35,g8h7 g4f5 g7g6 f5f7,1516,241,100,6,endgame mate mateIn2 short,https://lichess.org/ZHhxqgo5/black#70
48711,1HHku,5rk1/ppp3p1/7p/3PPp2/5P2/2N4Q/PPP5/R1B1q1bK w - - 12 29,h3f3 g1e3 h1g2 e1g1 g2h3 g7g5 f4g5 h6g5 c1e3 g5g4 h3h4 g1h2 h4g5 g4f3,2082,175,100,17,crushing discoveredAttack exposedKing fork middlegame sacrifice veryLong,https://lichess.org/21QZ3Z8G#57
48712,1HHpl,8/1pq5/5kp1/5p2/P1pQ4/6P1/P1P5/1K6 b - - 3 41,f6g5 d4h4,1426,78,100,137,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/xTIgirYY/black#82
48725,1HJBT,1r1r2k1/RQ1pq1bp/4pnp1/1B4B1/3p4/8/1PP2PPP/4R1K1 w - - 7 21,g5f6 g7f6 b7a6 e7b4 e1e6 b8b5,1692,333,100,2,crushing long middlegame,https://lichess.org/MnDOp9KM#41
48729,1HK3n,6k1/pb4p1/3r3p/4pQnN/2pq4/P4PPP/1P2R1BK/8 w - - 1 33,e2e5 g5f3 f5f3 b7f3,1784,147,100,17,crushing fork master middlegame short,https://lichess.org/TrJhNGWF#65
48739,1HL1z,3r3k/5Q1p/3R2p1/q3p1P1/1p2P3/4P3/1r2K2P/3B1R2 w - - 1 33,e2e1 b4b3 d6d2 a5d2,1191,75,100,1208,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/wEjXygSG#65
48740,1HL31,1r5k/4p3/4Qbp1/5p1p/4pP2/7P/3q2P1/2R2R1K w - - 2 35,f1d1 d2f4 c1c8 b8c8,1677,333,100,3,crushing endgame master short,https://lichess.org/UPkvjRDK#69
48747,1HLKs,b4qk1/2Q3pp/5r2/1p6/1Pp3P1/2P2p2/3R1PPB/6K1 b - - 1 41,f3g2 d2d8 f6f2 d8f8 f2f8 h2f4,2070,174,100,13,crushing defensiveMove endgame long pin,https://lichess.org/a6F9lvnw/black#82
48752,1HLuL,1r3rk1/5pp1/3qp2p/2ppN3/p3Q3/2P1PN1P/PP2bPP1/R2R2K1 w - - 1 22,d1d2 d5e4 d2d6 e4f3,2321,348,100,8,equality middlegame short,https://lichess.org/hPzXK3ge#43
48757,1HMfS,8/3k2p1/3p1p2/2p2PpP/4P1P1/2KP4/8/8 b - - 2 40,d7c6 c3c4 c6c7 e4e5 d6e5 c4c5,2561,86,100,100,crushing deflection endgame long pawnEndgame zugzwang,https://lichess.org/1xUyQvhb/black#80
48771,1HOJ9,r4rk1/2p2p1p/2Np2p1/p7/2P2Nq1/PP2P1n1/1Q4P1/R5K1 b - - 1 24,f8e8 f4d5,1908,289,100,5,equality middlegame oneMove,https://lichess.org/Sr9YE0zY/black#48
48781,1HPBp,3q1rk1/1p1bbppp/4p3/1P6/2nQN3/5N2/5PPP/B3R1K1 b - - 1 20,d7b5 d4g7,1206,79,100,265,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/mHJMktVx/black#40
48783,1HPS6,1kr4r/6R1/p3pQ1p/3qN2P/1p2N3/8/PP3P2/n1B2K2 w - - 5 30,f6e7 c8c1 f1g2 d5e4 e5f3 e4c6,2030,186,100,15,crushing fork hangingPiece long middlegame,https://lichess.org/IbmUkiUp#59
48795,1HQcW,1k2Q3/p7/Pp3qpp/1Pp3b1/2Pp1p2/7P/5PP1/6K1 b - - 3 42,b8c7 e8a8 f6e5 a8a7 c7d8 a7b6 d8e7 b6b7,2271,142,100,16,crushing deflection endgame veryLong,https://lichess.org/IAYLF17M/black#84
48801,1HRgN,6k1/p4p1p/n1p1rP1p/8/8/PP5P/2P3P1/3R3K b - - 2 25,a6c5 d1d8 e6e8 d8e8,1101,228,100,12,endgame mate mateIn2 short,https://lichess.org/ZUku3Ypf/black#50
48821,1HTWo,6rk/pb3p1p/5N2/8/7r/3B2P1/PPP2P2/R5K1 w - - 0 30,f6g8 h4h1,1162,248,100,34,endgame mate mateIn1 oneMove,https://lichess.org/pwdoU0uA#59
48830,1HUGw,5rk1/1b3pp1/6r1/pp2Q3/3R4/1BPP1q2/P6P/5R1K w - - 0 26,f1f3 b7f3,1153,124,100,47,mate mateIn1 middlegame oneMove,https://lichess.org/EmrNf1Mm#51
48839,1HV9w,1k5r/1p3pp1/p2q2p1/3pn2r/4B3/2P4P/PP1Q1PP1/R3R1K1 w - - 1 22,d2d5 e5f3 e4f3 h5d5 f3d5 d6d5,1539,148,100,26,crushing discoveredAttack long middlegame,https://lichess.org/veWRBOCu#43
48842,1HVmv,r1k3r1/1pp2pp1/8/p1QP3p/5P2/PP2P2q/4B2P/6RK b - - 0 27,g8e8 g1c1 h3d7 e2b5 d7e7 b5e8,2246,107,100,35,crushing endgame long quietMove skewer,https://lichess.org/JDVdDmIu/black#54
48847,1HWBk,r4r2/ppp3k1/2n2pp1/3q4/3pN3/6PQ/PP5P/4RRK1 b - - 1 20,a8e8 e4f6 f8f6 e1e8 f6f1 h3f1,2061,161,100,13,crushing deflection discoveredAttack fork long middlegame,https://lichess.org/ZteAYOts/black#40
48848,1HWEL,r2qk2r/pbp2p2/1p1ppn2/3Pn1B1/2PQ1P2/P1P5/4P1PP/R3KB1R b KQkq - 0 13,c7c5 d5c6 e5c6 d4f6 d8f6 g5f6,1580,500,100,0,enPassant equality long middlegame,https://lichess.org/5twduC9T/black#26
48866,1HXyO,6k1/3P1p1p/2Q3p1/5q2/5n2/6RP/5PK1/8 w - - 1 39,g2f1 f5b1 c6c1 b1c1,1137,76,100,142,endgame mate mateIn2 short,https://lichess.org/iQH7cGxv#77
48869,1HYcT,8/4k1p1/4p3/2N1Np1p/8/5P2/1rP3bP/3RK3 w - - 0 25,e1f2 b2c2,1586,500,100,2,endgame equality oneMove,https://lichess.org/pVLKGL3e#49
48884,1Hagf,8/6p1/8/7p/6k1/1N6/2K5/8 w - - 0 75,b3d4 h5h4 c2d3 h4h3,640,89,100,116,crushing endgame knightEndgame quietMove short,https://lichess.org/gxBi7qt5#149
48892,1HbGq,4Rr2/3P2pk/p3Q2p/1p6/3p3K/5qPP/P7/8 w - - 9 39,e8f8 g7g5,1396,81,100,196,endgame master mate mateIn1 oneMove,https://lichess.org/cINzNc3b#77
48893,1HbOQ,8/4b3/6pk/5r2/8/P1Q3pP/2P5/6K1 w - - 0 44,c3g3 f5g5 g1h2 g5g3,1428,251,100,6,crushing endgame pin short,https://lichess.org/7XT5ZI3n#87
48899,1HblC,2r3k1/pp2Rp1p/2q3p1/3PQ3/8/2P4P/P5P1/6K1 b - - 0 27,c6c3 e7e8 c8e8 e5c3,1218,302,100,4,crushing deflection endgame short,https://lichess.org/tmCqKbUH/black#54
48900,1Hbsv,7k/1pr3p1/p6p/8/8/2q2P1P/Q5P1/3R3K b - - 6 40,c3c2 d1d8 h8h7 a2g8,1760,341,100,2,crushing endgame short,https://lichess.org/qKZpZtNO/black#80
48904,1HcF9,2k4r/p6r/4p3/3p4/2p3P1/8/PPP3P1/R4RK1 w - - 0 27,f1f6 h7h1 g1f2 h1a1,762,119,100,33,crushing endgame rookEndgame short skewer,https://lichess.org/kDF0PA27#53
48905,1HcP7,1r6/pp1b4/3P2k1/2P1bP2/PP3p2/1Q1B1P2/5KPq/8 b - - 0 39,d7f5 b3e6 e5f6 e6f5 g6g7 f5g6 g7f8 g6f6,2072,119,100,31,crushing deflection endgame exposedKing pin veryLong,https://lichess.org/ejDITVCz/black#78
48908,1Hck1,8/6pp/3p1b1k/2pPpQ2/4P1PP/8/6K1/2q5 b - - 6 38,c1f4 f5h5,1331,176,100,27,endgame mate mateIn1 oneMove,https://lichess.org/NMhyXIKX/black#76
48911,1HddM,2r3k1/1q3ppp/7r/2RP1P2/Q2p2P1/P2P3P/1P3RK1/8 b - - 0 33,c8c5 a4e8,901,162,100,36,endgame mate mateIn1 oneMove,https://lichess.org/dIt9FrNV/black#66
48912,1Hdpq,k1Rr4/pp1np1bp/6p1/3P4/1q2n3/4B1Q1/PP2BPP1/1KR5 b - - 5 26,d8c8 c1c8 d7b8 g3b8,822,75,100,560,mate mateIn2 middlegame queensideAttack short,https://lichess.org/lQ2FyDtg/black#52
48915,1HeFs,1k1r3r/ppb2b1p/2pq2p1/1P1p1p2/Q2P4/P1NBP3/5PP1/2R2RK1 w - - 1 23,b5c6 d6h2,645,85,100,668,mate mateIn1 middlegame oneMove,https://lichess.org/IqBXC4ig#45
48917,1HeaU,1k5b/1pp2p1p/p1q1p1p1/2N1Pn2/2PB4/3Q3P/PP3PP1/6K1 b - - 2 23,h8e5 d4e5 c6c5 d3d8 b8a7 e5c7,2045,156,100,13,crushing deflection endgame long queensideAttack,https://lichess.org/7kBnoF06/black#46
48920,1HelM,8/p5kp/2p3p1/3n4/5p2/2P2PK1/PP5P/3R4 w - - 0 29,g3g4 d5e3 g4f4 e3d1,1032,207,100,17,crushing endgame fork master short,https://lichess.org/74C7ZyR3#57
48921,1Heuc,2krr3/1p5p/pRb1p1pb/n1NpPp2/B2P4/5N2/P5P1/1R5K b - - 7 26,a5c4 a4c6 c4b6 c6e8 d8e8 b1b6,1555,283,100,5,crushing long middlegame,https://lichess.org/PYzl99hP/black#52
48928,1Hfcl,4r3/2q1r2k/p1n1p1pp/PpPp1p2/1P1P2P1/5B1P/3QRP2/4R1K1 b - - 0 32,e8g8 e2e6 e7e6 e1e6,1500,500,100,2,crushing master middlegame short,https://lichess.org/o6k5K4wr/black#64
48930,1HfpV,8/8/1p5p/2k1p1p1/2n1K1P1/P7/4B2P/8 w - - 0 41,e2c4 c5c4 e4e5 c4b3 e5d6 b3a3,1995,217,100,4,crushing endgame long,https://lichess.org/lJYsRr9T#81
48939,1HgBN,Q4n1k/6pp/p7/4p1PP/2P2r2/2R4B/q1K1P3/6N1 w - - 0 33,c2d3 a2b1 d3d2 b1b2,1704,356,100,1,crushing fork middlegame short,https://lichess.org/9xFJjpfW#65
48943,1HgR1,r5k1/pp1nr2p/3b2pQ/2pP1BN1/2P4P/8/PP2qPP1/R4K1R w - - 1 22,f1g1 e2e1 a1e1 e7e1,604,81,100,172,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/jDuYPyhU#43
48944,1Hgad,3R1bk1/7p/4N1p1/2p5/2n1P3/8/2P1K2P/r7 b - - 6 35,c4e5 d8f8,1146,163,100,26,endgame mate mateIn1 oneMove,https://lichess.org/CQvCxfw7/black#70
48961,1Hi0m,4k3/4R2p/3B1pp1/5N2/p3p1P1/4Pn2/r4PKP/4b3 b - - 3 35,e8d8 d6c7 d8c8 f5d6,931,75,100,327,endgame mate mateIn2 short,https://lichess.org/tGU8l74N/black#70
48965,1HiDK,2kr4/ppp5/7Q/2p1p3/2P3q1/3P4/PP3r1P/2KRR3 w - - 0 25,e1g1 g4d4 d1d2 f2d2 h6d2 d4g1,1828,242,100,4,crushing endgame long,https://lichess.org/NF2IbDyA#49
48968,1HiLu,8/6R1/8/2N2knp/6r1/8/5P2/5K2 b - - 15 58,g5f3 g7f7 f5e5 f7f3,1508,249,100,9,crushing endgame short skewer,https://lichess.org/4atTUrBC/black#116
48971,1HiiO,1r5k/2Q3p1/1r5p/p7/6P1/P2q1P2/6KP/3R1R2 b - - 1 37,d3a3 d1d8 b8d8 c7d8 h8h7 d8b6,1352,138,100,27,crushing endgame fork long,https://lichess.org/4WLuTOyJ/black#74
48978,1HjW1,4k2r/2p2ppp/q3p3/8/1b2Pn2/1Q3N2/5PPP/1N1K3R w k - 1 21,b3b4 a6e2 d1c1 f4d3,1407,76,100,749,mate mateIn2 middlegame short,https://lichess.org/9Rkykb5a#41
48986,1Hjh3,8/8/4k3/6p1/8/5N2/4r1P1/6K1 b - - 3 50,g5g4 f3d4 e6e5 d4e2,911,76,100,185,crushing endgame fork short,https://lichess.org/loLyETBz/black#100
48987,1Hjmd,1r4k1/2bR1pp1/2P1p3/2r4p/8/8/3P2P1/2R4K w - - 2 33,c1c5 b8b1 c5c1 b1c1,1121,253,100,20,endgame mate mateIn2 short,https://lichess.org/Z2HV0heQ#65
48998,1HkkK,r1bq2k1/ppp3pp/2np1n2/2bNp1B1/4P3/3P4/PPP2PPP/R2QK2R b KQ - 3 10,c5f2 e1f2 f6e4 d3e4,1602,500,100,0,equality hangingPiece opening short,https://lichess.org/ZvSTy93C/black#20
49005,1Hlo4,5k2/6q1/5b2/1Q6/1P6/7P/3r2B1/5R1K w - - 1 47,b5f5 g7g2,777,76,100,296,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/h6OnFefs#93
