raw_id,raw_split,split,input,output
786,test,2,Zaragoza 15 2 8 5 18 23 14,"{""person"": [], ""organization"": [""Zaragoza""], ""location"": [], ""miscellaneous"": []}"
787,test,2,Sevilla 15 4 2 9 13 20 14,"{""person"": [], ""organization"": [""Sevilla""], ""location"": [], ""miscellaneous"": []}"
788,test,2,Compostela 15 3 4 8 13 28 13,"{""person"": [], ""organization"": [""Compostela""], ""location"": [], ""miscellaneous"": []}"
789,test,2,Hercules 15 2 2 11 11 29 8,"{""person"": [], ""organization"": [""Hercules""], ""location"": [], ""miscellaneous"": []}"
790,test,2,Extremadura 15 1 3 11 8 30 6,"{""person"": [], ""organization"": [""Extremadura""], ""location"": [], ""miscellaneous"": []}"
791,test,2,SOCCER - SPAIN PICK UNCAPPED ARMANDO FOR WORLD CUP CLASH .,"{""person"": [""ARMANDO""], ""organization"": [], ""location"": [""SPAIN""], ""miscellaneous"": [""WORLD CUP""]}"
792,test,2,MADRID 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""MADRID""], ""miscellaneous"": []}"
793,test,2,Spain coach Javier Clemente has added uncapped Deportivo Coruna midfielder Armando Alvarez to his squad for the World Cup qualifier against Yugoslavia on December 14 .,"{""person"": [""Javier Clemente"", ""Armando Alvarez""], ""organization"": [""Deportivo Coruna""], ""location"": [""Spain"", ""Yugoslavia""], ""miscellaneous"": [""World Cup""]}"
794,test,2,""" I do n't believe it ...","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
795,test,2,"I thought it was a joke , "" said Armando who replaces injured Atletico Madrid playmaker Jose Luis Caminero .","{""person"": [""Armando"", ""Jose Luis Caminero""], ""organization"": [""Atletico Madrid""], ""location"": [], ""miscellaneous"": []}"
796,test,2,SOCCER - FIFA BOSS HAVELANGE STANDS BY WEAH .,"{""person"": [""HAVELANGE"", ""WEAH""], ""organization"": [""FIFA""], ""location"": [], ""miscellaneous"": []}"
797,test,2,ROME 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""ROME""], ""miscellaneous"": []}"
798,test,2,FIFA chairman Joao Havelange said on Friday he would personally present AC Milan George Weah with world soccer 's fair play award despite the striker 's attack on Porto captain Jorge Costa .,"{""person"": [""Joao Havelange"", ""George Weah"", ""Jorge Costa""], ""organization"": [""FIFA"", ""AC Milan"", ""Porto""], ""location"": [], ""miscellaneous"": []}"
799,test,2,"In an interview with the Italian newspaper Gazzetta dello Sport , he was quoted as saying Weah had been provoked into the assault which left Costa with a broken nose .","{""person"": [""Weah"", ""Costa""], ""organization"": [""Gazzetta dello Sport""], ""location"": [], ""miscellaneous"": [""Italian""]}"
800,test,2,""" FIFA has named the Liberian for its 1996 Fair Play award and it is not going to change its decision , "" Havelange said .","{""person"": [""Havelange""], ""organization"": [""FIFA""], ""location"": [], ""miscellaneous"": [""Liberian""]}"
801,test,2,""" A reaction , provoked , cannot erase 10 years of loyalty everywhere and in every competition .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
802,test,2,""" I will be happy to give him the award personally on January 20 in Lisbon and I 'm confident that Costa himself will be there beside me on that day to shake his hand . ""","{""person"": [""Costa""], ""organization"": [], ""location"": [""Lisbon""], ""miscellaneous"": []}"
803,test,2,"Weah was suspended for one match by UEFA , European soccer 's governing body , pending a fuller investigation .","{""person"": [""Weah""], ""organization"": [""UEFA""], ""location"": [], ""miscellaneous"": [""European""]}"
804,test,2,The incident took place in the players ' tunnel after a European Champions ' League match on November 20 .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""European Champions ' League""]}"
805,test,2,Weah has admitted head butting Costa but said he reacted to racist taunts .,"{""person"": [""Weah"", ""Costa""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
806,test,2,He has offered to apologise if Costa acknowledges the provocation .,"{""person"": [""Costa""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
807,test,2,"Costa , who needed surgery on his nose , has not accepted the offer and was reported to be considering suing Weah .","{""person"": [""Costa"", ""Weah""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
808,test,2,Weah served out his suspension during Milan 's 2-1 home defeat by Rosenborg of Norway on Wednesday .,"{""person"": [""Weah""], ""organization"": [""Milan"", ""Rosenborg""], ""location"": [""Norway""], ""miscellaneous"": []}"
809,test,2,The defeat put the Italians out of the Europoean Cup .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Italians"", ""Europoean Cup""]}"
810,test,2,GUNMEN WOUND TWO MANCHESTER UNITED FANS IN AUSTRIA .,"{""person"": [], ""organization"": [""MANCHESTER UNITED""], ""location"": [""AUSTRIA""], ""miscellaneous"": []}"
811,test,2,VIENNA 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""VIENNA""], ""miscellaneous"": []}"
812,test,2,"Two Manchester United soccer fans were wounded by unidentified gunmen on Friday and taken to hospital in the Austrian capital , police said .","{""person"": [], ""organization"": [""Manchester United""], ""location"": [], ""miscellaneous"": [""Austrian""]}"
813,test,2,""" The four Britons were shot at from a Mercedes car at around 1 a.m. , "" a spokeswoman told Reuters .","{""person"": [], ""organization"": [""Reuters""], ""location"": [], ""miscellaneous"": [""Britons"", ""Mercedes""]}"
814,test,2,The two men were hit in the pelvis and leg .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
815,test,2,Police said their lives were not in danger .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
816,test,2,"The fans , in Austria to watch their team play Rapid Vienna last Wednesday , may have been involved in a pub brawl earlier , the spokeswoman said .","{""person"": [], ""organization"": [""Rapid Vienna""], ""location"": [""Austria""], ""miscellaneous"": []}"
817,test,2,Manchester United won 2-0 .,"{""person"": [], ""organization"": [""Manchester United""], ""location"": [], ""miscellaneous"": []}"
818,test,2,SOCCER - ITALIAN FIRST DIVISION MATCHES THIS WEEKEND .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""ITALIAN""]}"
819,test,2,ROME 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""ROME""], ""miscellaneous"": []}"
820,test,2,"Italian Serie A games to be played on Sunday ( league positions in parentheses , all kick- off times GMT ) :","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Italian Serie A"", ""GMT""]}"
821,test,2,Bologna ( 4 ) v Piacenza ( 13 ) 1330,"{""person"": [], ""organization"": [""Bologna"", ""Piacenza""], ""location"": [], ""miscellaneous"": []}"
822,test,2,"Along with leaders Vicenza , fourth-placed Bologna represent the biggest surprise of this Italian autumn .","{""person"": [], ""organization"": [""Vicenza"", ""Bologna""], ""location"": [], ""miscellaneous"": [""Italian""]}"
823,test,2,"Led as usual by Swede Kennet Andersson and Russian Igor Kolyvanov in attack , Bologna can expect a tough home match against a Piacenza side still exultant after a 3-2 league win over AC Milan last Sunday .","{""person"": [""Kennet Andersson"", ""Igor Kolyvanov""], ""organization"": [""Bologna"", ""Piacenza"", ""AC Milan""], ""location"": [], ""miscellaneous"": [""Swede"", ""Russian""]}"
824,test,2,Cagliari ( 16 ) v Reggiana ( 18 ) 1530,"{""person"": [], ""organization"": [""Cagliari"", ""Reggiana""], ""location"": [], ""miscellaneous"": []}"
825,test,2,Cagliari start favourite in this relegation scrap following draws with Napoli and Inter in last two outings but will be without suspended Swiss defender Ramon Vega .,"{""person"": [""Ramon Vega""], ""organization"": [""Cagliari"", ""Napoli"", ""Inter""], ""location"": [], ""miscellaneous"": [""Swiss""]}"
826,test,2,"Bottom team Reggiana are also without a suspended defender , German Dietmar Beiersdorfer .","{""person"": [""Dietmar Beiersdorfer""], ""organization"": [""Reggiana""], ""location"": [], ""miscellaneous"": [""German""]}"
827,test,2,Fiorentina ( 10 ) v Perugia ( 8 ) 1330,"{""person"": [], ""organization"": [""Fiorentina"", ""Perugia""], ""location"": [], ""miscellaneous"": []}"
828,test,2,"Fiorentina will be without three suspended players -- defenders Daniele Carnasciali and Lorenzo Amoruso and midfielder Emiliano Bigica -- for a difficult home match against unpredictable , attack-oriented Perugia led by in-form Croat striker Milan Rapajic and the experienced Fausto Pizzi .","{""person"": [""Daniele Carnasciali"", ""Lorenzo Amoruso"", ""Emiliano Bigica"", ""Milan Rapajic"", ""Fausto Pizzi""], ""organization"": [""Fiorentina"", ""Perugia""], ""location"": [], ""miscellaneous"": [""Croat""]}"
829,test,2,Lazio ( 12 ) v AS Roma ( 7 ) 1930,"{""person"": [], ""organization"": [""Lazio"", ""AS Roma""], ""location"": [], ""miscellaneous"": []}"
830,test,2,"Poor man 's Roman derby in what has been a miserable season for both Rome teams , already eliminated from the Italian and UEFA Cups .","{""person"": [], ""organization"": [], ""location"": [""Rome""], ""miscellaneous"": [""Roman"", ""Italian"", ""UEFA Cups""]}"
831,test,2,"Lazio have injury doubts about striker Pierluigi Casiraghi , Czech midfielder Pavel Nedved and defender Paolo Negro , while Roma present a full strength side led by Argentine Abel Balbo , Marco Delvecchio and Francesco Totti in attack .","{""person"": [""Pierluigi Casiraghi"", ""Pavel Nedved"", ""Paolo Negro"", ""Abel Balbo"", ""Marco Delvecchio"", ""Francesco Totti""], ""organization"": [""Lazio"", ""Roma""], ""location"": [], ""miscellaneous"": [""Czech"", ""Argentine""]}"
832,test,2,AC Milan ( 9 ) v Udinese ( 11 ) 1330,"{""person"": [], ""organization"": [""AC Milan"", ""Udinese""], ""location"": [], ""miscellaneous"": []}"
833,test,2,Can Milan sink any further ?,"{""person"": [], ""organization"": [""Milan""], ""location"": [], ""miscellaneous"": []}"
834,test,2,"Following their midweek Champions ' League elimination by Norwegian side Rosenborg , a morale-boosting win is badly needed .","{""person"": [], ""organization"": [""Rosenborg""], ""location"": [], ""miscellaneous"": [""Champions ' League"", ""Norwegian""]}"
835,test,2,"Liberian striker George Weah makes a welcome return for Milan alongside Roberto Baggio , with Montenegrin Dejan Savicevic in midfield .","{""person"": [""George Weah"", ""Roberto Baggio"", ""Dejan Savicevic""], ""organization"": [""Milan""], ""location"": [], ""miscellaneous"": [""Liberian"", ""Montenegrin""]}"
836,test,2,Good news for Milan is that Udinese 's German striker Oliver Bierhoff is out through injury .,"{""person"": [""Oliver Bierhoff""], ""organization"": [""Milan"", ""Udinese""], ""location"": [], ""miscellaneous"": [""German""]}"
837,test,2,Napoli ( 5 ) v Verona ( 17 ) 1330,"{""person"": [], ""organization"": [""Napoli"", ""Verona""], ""location"": [], ""miscellaneous"": []}"
838,test,2,In-form Napoli should prove too strong for second from bottom Verona despite the absence of their suspended Argentine defender Roberto Ayala .,"{""person"": [""Roberto Ayala""], ""organization"": [""Napoli"", ""Verona""], ""location"": [], ""miscellaneous"": [""Argentine""]}"
839,test,2,Verona 's slim chances have been further reduced by a knee injury to their experienced midfielder Eugenio Corini .,"{""person"": [""Eugenio Corini""], ""organization"": [""Verona""], ""location"": [], ""miscellaneous"": []}"
840,test,2,Parma ( 14 ) v Atlalanta ( 15 ) 1330,"{""person"": [], ""organization"": [""Parma"", ""Atlalanta""], ""location"": [], ""miscellaneous"": []}"
841,test,2,"Parma may field new signing , Croat midfielder Mario Stanic , in an attempt to lift a miserable season which has seen them go without a win since a 1-0 triumph over Cagliari eight weeks ago .","{""person"": [""Mario Stanic""], ""organization"": [""Parma"", ""Cagliari""], ""location"": [], ""miscellaneous"": [""Croat""]}"
842,test,2,Parma 's French midfielder Daniel Bravo and defender Fabio Cannavaro are suspended while Argentine Nestor Sensini is out through injury .,"{""person"": [""Daniel Bravo"", ""Fabio Cannavaro"", ""Nestor Sensini""], ""organization"": [""Parma""], ""location"": [], ""miscellaneous"": [""French"", ""Argentine""]}"
843,test,2,"Atalanta look to Filippo Inzaghi , scorer of eight goals .","{""person"": [""Filippo Inzaghi""], ""organization"": [""Atalanta""], ""location"": [], ""miscellaneous"": []}"
844,test,2,Sampdoria ( 6 ) v Juventus ( 3 ) 1330,"{""person"": [], ""organization"": [""Sampdoria"", ""Juventus""], ""location"": [], ""miscellaneous"": []}"
845,test,2,"All-conquering Juventus field their most recent signing , Portuguese defender Dimas , while Alessandro Del Piero and Croat Alen Boksic lead the attack .","{""person"": [""Dimas"", ""Alessandro Del Piero"", ""Alen Boksic""], ""organization"": [""Juventus""], ""location"": [], ""miscellaneous"": [""Portuguese"", ""Croat""]}"
846,test,2,The new world club champions may prove too strong for a Sampdoria side led by captain Roberto Mancini but missing injured French midfielder Pierre Laigle .,"{""person"": [""Roberto Mancini"", ""Pierre Laigle""], ""organization"": [""Sampdoria""], ""location"": [], ""miscellaneous"": [""French""]}"
847,test,2,Vicenza ( 1 ) v Internazionale ( 2 ) 1330,"{""person"": [], ""organization"": [""Vicenza"", ""Internazionale""], ""location"": [], ""miscellaneous"": []}"
848,test,2,Not exactly a clash of the titans but an intriuguing match nonetheless .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
849,test,2,"Full strength Vicenza , led by Uruguayan Marcelo Otero , may continue their surprise run at the top against an Inter side that has been less than impressive in three successive home draws .","{""person"": [""Marcelo Otero""], ""organization"": [""Vicenza"", ""Inter""], ""location"": [], ""miscellaneous"": [""Uruguayan""]}"
850,test,2,Inter will be without suspended French defender Joceyln Angloma and injured Chilean striker Ivan Zamorano .,"{""person"": [""Joceyln Angloma"", ""Ivan Zamorano""], ""organization"": [""Inter""], ""location"": [], ""miscellaneous"": [""French"", ""Chilean""]}"
851,test,2,BASKETBALL - EUROLEAGUE RESULT .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""EUROLEAGUE""]}"
852,test,2,BRUSSELS 1996-12-06,"{""person"": [], ""organization"": [], ""location"": [""BRUSSELS""], ""miscellaneous"": []}"
853,test,2,Result of a EuroLeague basketball match on Thursday :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""EuroLeague""]}"
854,test,2,Group B,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
855,test,2,In Charleroi :,"{""person"": [], ""organization"": [], ""location"": [""Charleroi""], ""miscellaneous"": []}"
856,test,2,Charleroi ( Belgium ) 75 Estudiantes Madrid ( Spain ) 82 ( 34-35 ),"{""person"": [], ""organization"": [""Charleroi"", ""Estudiantes Madrid""], ""location"": [""Belgium"", ""Spain""], ""miscellaneous"": []}"
857,test,2,Leading scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
858,test,2,"Charleroi - Eric Cleymans 18 , Ron Ellis 18 , Jacques Stas 14","{""person"": [""Eric Cleymans"", ""Ron Ellis"", ""Jacques Stas""], ""organization"": [""Charleroi""], ""location"": [], ""miscellaneous"": []}"
859,test,2,"Estudiantes - Harper Williams 20 , Chadler Thompson 17 , Juan Aisa 14","{""person"": [""Harper Williams"", ""Chadler Thompson"", ""Juan Aisa""], ""organization"": [""Estudiantes""], ""location"": [], ""miscellaneous"": []}"
860,test,2,Group D,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
861,test,2,In Belgrade :,"{""person"": [], ""organization"": [], ""location"": [""Belgrade""], ""miscellaneous"": []}"
862,test,2,Partizan Belgrade ( Yugoslavia ) 78 Kinder Bologna ( Italy ) 70 ( halftime 44-35 ),"{""person"": [], ""organization"": [""Partizan Belgrade"", ""Kinder Bologna""], ""location"": [""Yugoslavia"", ""Italy""], ""miscellaneous"": []}"
863,test,2,Leading scorers :,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
864,test,2,Partizan - Dejan Koturovic 21,"{""person"": [""Dejan Koturovic""], ""organization"": [""Partizan""], ""location"": [], ""miscellaneous"": []}"
865,test,2,Kinder - Zoran Savic 18,"{""person"": [""Zoran Savic""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
866,test,2,SQUASH - EYLES WITHIN SIGHT OF FIFTH TITLE OF YEAR .,"{""person"": [""EYLES""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
867,test,2,"BOMBAY , India 1996-12-06","{""person"": [], ""organization"": [], ""location"": [""BOMBAY"", ""India""], ""miscellaneous"": []}"
868,test,2,"World number two Rodney Eyles moved within sight of his fifth title of the year on Friday when he hurried in only 40 minutes to the final of the richest squash tournament outside the World Open , the $ 105,000 Mahindra International .","{""person"": [""Rodney Eyles""], ""organization"": [], ""location"": [], ""miscellaneous"": [""World Open"", ""Mahindra International""]}"
869,test,2,The Australian brushed aside unseeded Englishman Mark Cairns 15-7 15-6 15-8 .,"{""person"": [""Mark Cairns""], ""organization"": [], ""location"": [], ""miscellaneous"": [""Australian"", ""Englishman""]}"
